ANNIE Lat,ANNIE Long,LEAH Lat,LEAH Long,MELANY Lat,MELANY Long,MONIQUE Lat,MONIQUE Long,prOphecy Lat,prOphecy Long
49.2804,-123.10431,49.27576,-123.10341,49.28045,-123.1043,49.27763,-123.1044,49.2812,-123.09755
49.28039,-123.10431,49.27577,-123.10343,49.28044,-123.1043,49.27764,-123.10442,49.28121,-123.09755
49.28039,-123.10431,49.27578,-123.10344,49.28043,-123.1043,49.27764,-123.10444,49.28122,-123.09753
49.28039,-123.10431,49.27579,-123.10346,49.28043,-123.1043,49.27765,-123.10445,49.28124,-123.09752
49.28039,-123.10431,49.2758,-123.10347,49.28043,-123.1043,49.27765,-123.10447,49.28126,-123.09752
49.28038,-123.10431,49.2758,-123.10348,49.28043,-123.1043,49.27766,-123.1045,49.2813,-123.0975
49.28038,-123.10431,49.27581,-123.1035,49.28043,-123.1043,49.27766,-123.10453,49.2813,-123.09749
49.28038,-123.10431,49.27581,-123.10351,49.28043,-123.1043,49.27766,-123.10455,49.28132,-123.09749
49.28038,-123.10431,49.27581,-123.10351,49.28043,-123.1043,49.27767,-123.10458,49.28132,-123.09748
49.28038,-123.10431,49.27581,-123.10352,49.28043,-123.1043,49.27767,-123.1046,49.28132,-123.09747
49.28038,-123.10431,49.2758,-123.10353,49.28043,-123.1043,49.27767,-123.10463,49.28133,-123.09747
49.28037,-123.10431,49.27579,-123.10353,49.28043,-123.1043,49.27767,-123.10465,49.28134,-123.09746
49.28037,-123.10431,49.27578,-123.10354,49.28043,-123.1043,49.27768,-123.10466,49.28134,-123.09746
49.28037,-123.10431,49.27578,-123.10354,49.28043,-123.1043,49.27768,-123.10468,49.28135,-123.09746
49.28037,-123.10431,49.27577,-123.10353,49.28043,-123.1043,49.27769,-123.10471,49.28135,-123.09746
49.28037,-123.10431,49.27577,-123.10354,49.28043,-123.1043,49.27769,-123.10472,49.28136,-123.09747
49.28037,-123.10431,49.27576,-123.10355,49.28043,-123.1043,49.2777,-123.10474,49.28137,-123.09747
49.28037,-123.10431,49.27576,-123.10355,49.28043,-123.1043,49.2777,-123.10475,49.28138,-123.09746
49.28037,-123.10432,49.27575,-123.10354,49.28043,-123.1043,49.2777,-123.10478,49.2814,-123.09746
49.28037,-123.10432,49.27575,-123.10355,49.28043,-123.1043,49.2777,-123.1048,49.28141,-123.09745
49.28037,-123.10432,49.27575,-123.10356,49.28043,-123.1043,49.2777,-123.10482,49.28141,-123.09746
49.28037,-123.10432,49.27575,-123.10358,49.28043,-123.1043,49.27771,-123.10484,49.28142,-123.09747
49.28037,-123.10432,49.27575,-123.10359,49.28043,-123.1043,49.27771,-123.10487,49.28143,-123.09748
49.28037,-123.10434,49.27576,-123.1036,49.28043,-123.1043,49.27772,-123.10489,49.28144,-123.09749
49.28038,-123.10436,49.27576,-123.10361,49.28043,-123.1043,49.27772,-123.10491,49.28145,-123.09749
49.28037,-123.10436,49.27576,-123.10362,49.28043,-123.1043,49.27771,-123.10493,49.28146,-123.0975
49.28038,-123.1044,49.27576,-123.10362,49.28043,-123.1043,49.27772,-123.10495,49.28147,-123.09749
49.28038,-123.10441,49.27575,-123.10363,49.28043,-123.10431,49.27772,-123.10497,49.28147,-123.09749
49.28039,-123.10443,49.27574,-123.10364,49.28044,-123.10434,49.27772,-123.105,49.28147,-123.09749
49.28039,-123.10445,49.27574,-123.10366,49.28045,-123.10436,49.27772,-123.10502,49.28147,-123.0975
49.2804,-123.10447,49.27573,-123.10367,49.28045,-123.10438,49.27772,-123.10504,49.28148,-123.09753
49.28039,-123.10449,49.27572,-123.1037,49.28046,-123.10441,49.27773,-123.10506,49.28148,-123.09753
49.28039,-123.10451,49.27572,-123.10371,49.28046,-123.10442,49.27773,-123.10509,49.28147,-123.09753
49.28039,-123.10452,49.27572,-123.10373,49.28046,-123.10444,49.27773,-123.10512,49.28147,-123.09755
49.28039,-123.10452,49.27571,-123.10375,49.28047,-123.10446,49.27774,-123.10514,49.28146,-123.09755
49.28039,-123.10453,49.27571,-123.10378,49.28047,-123.10447,49.27775,-123.10516,49.28146,-123.09754
49.28038,-123.10454,49.27571,-123.10379,49.28047,-123.10448,49.27775,-123.10519,49.28145,-123.09755
49.28037,-123.10454,49.27571,-123.10381,49.28047,-123.1045,49.27776,-123.10521,49.28144,-123.09755
49.28036,-123.10454,49.27571,-123.10383,49.28048,-123.10451,49.27776,-123.10524,49.28144,-123.09755
49.28036,-123.10452,49.27572,-123.10384,49.28048,-123.10451,49.27776,-123.10528,49.28144,-123.09755
49.28034,-123.10452,49.27572,-123.10386,49.28047,-123.10452,49.27776,-123.1053,49.28143,-123.09755
49.28033,-123.10449,49.27572,-123.10388,49.28047,-123.10452,49.27776,-123.10534,49.28143,-123.09753
49.28034,-123.10449,49.27573,-123.1039,49.28046,-123.10453,49.27777,-123.10536,49.28143,-123.09752
49.28034,-123.10449,49.27573,-123.10392,49.28045,-123.10453,49.27778,-123.10537,49.28144,-123.09751
49.28035,-123.10449,49.27573,-123.10394,49.28044,-123.10452,49.27778,-123.10539,49.28144,-123.09751
49.28037,-123.10448,49.27573,-123.10396,49.28043,-123.10452,49.27779,-123.10541,49.28144,-123.09751
49.28037,-123.10448,49.27573,-123.10398,49.28043,-123.10452,49.27779,-123.10543,49.28144,-123.09751
49.28038,-123.10449,49.27573,-123.104,49.28043,-123.10453,49.27779,-123.10545,49.28144,-123.09751
49.2804,-123.10449,49.27574,-123.10402,49.28042,-123.10454,49.2778,-123.10549,49.28144,-123.09751
49.28042,-123.10449,49.27574,-123.10403,49.28042,-123.10455,49.2778,-123.10551,49.28144,-123.09751
49.28042,-123.1045,49.27574,-123.10406,49.2804,-123.10454,49.27781,-123.10555,49.28144,-123.09751
49.28042,-123.1045,49.27574,-123.10408,49.2804,-123.10452,49.27781,-123.1056,49.28144,-123.09751
49.28042,-123.1045,49.27573,-123.1041,49.2804,-123.10452,49.27782,-123.10561,49.28144,-123.09751
49.28043,-123.10449,49.27573,-123.10412,49.2804,-123.10453,49.27782,-123.10562,49.28144,-123.09751
49.28043,-123.10448,49.27573,-123.10414,49.2804,-123.10453,49.27782,-123.10562,49.28144,-123.09751
49.28043,-123.10448,49.27573,-123.10416,49.2804,-123.10453,49.27782,-123.10563,49.28144,-123.09751
49.28043,-123.10448,49.27573,-123.10418,49.2804,-123.10453,49.27783,-123.10566,49.28144,-123.09751
49.28043,-123.10448,49.27573,-123.1042,49.2804,-123.10453,49.27784,-123.10567,49.28144,-123.09751
49.28043,-123.10448,49.27573,-123.10422,49.2804,-123.10453,49.27784,-123.10568,49.28144,-123.09751
49.28043,-123.10448,49.27573,-123.10424,49.2804,-123.10453,49.27784,-123.10571,49.28144,-123.09751
49.28042,-123.10449,49.27573,-123.10426,49.2804,-123.10452,49.27785,-123.10572,49.28144,-123.09751
49.28042,-123.10449,49.27573,-123.10428,49.2804,-123.10451,49.27786,-123.10574,49.2815,-123.09754
49.28042,-123.10449,49.27573,-123.1043,49.2804,-123.10451,49.27787,-123.10575,49.28153,-123.09754
49.28042,-123.10449,49.27573,-123.10432,49.28041,-123.10451,49.27787,-123.10576,49.28153,-123.09754
49.28042,-123.10449,49.27573,-123.10434,49.28041,-123.10451,49.27788,-123.10579,49.28152,-123.09755
49.28043,-123.1045,49.27573,-123.10436,49.28041,-123.10451,49.27787,-123.10581,49.28152,-123.09757
49.28043,-123.1045,49.27573,-123.10438,49.28042,-123.10451,49.27787,-123.10582,49.28154,-123.09757
49.28043,-123.1045,49.27573,-123.1044,49.28042,-123.10452,49.27786,-123.10583,49.28155,-123.09757
49.28043,-123.1045,49.27573,-123.10442,49.28042,-123.10452,49.27787,-123.10585,49.28156,-123.09757
49.28043,-123.1045,49.27573,-123.10444,49.28042,-123.10451,49.27787,-123.10587,49.28158,-123.09758
49.28043,-123.1045,49.27573,-123.10446,49.28042,-123.10452,49.27788,-123.10588,49.28158,-123.09758
49.28043,-123.10451,49.27573,-123.10448,49.28043,-123.10451,49.27788,-123.10591,49.28158,-123.09758
49.28044,-123.1045,49.27572,-123.1045,49.28042,-123.10454,49.27788,-123.10592,49.28159,-123.09758
49.28045,-123.10449,49.27572,-123.10452,49.28038,-123.10451,49.27788,-123.10595,49.2816,-123.09759
49.28045,-123.10449,49.27572,-123.10454,49.28037,-123.10454,49.27788,-123.10596,49.2816,-123.09759
49.28045,-123.10449,49.27572,-123.10456,49.28038,-123.10453,49.27789,-123.10598,49.28162,-123.09759
49.28045,-123.10448,49.27572,-123.10458,49.28038,-123.10454,49.27788,-123.10599,49.28163,-123.09759
49.28045,-123.10448,49.27572,-123.1046,49.28039,-123.10454,49.27788,-123.106,49.28164,-123.09759
49.28046,-123.10447,49.27572,-123.10462,49.28039,-123.10454,49.27789,-123.10603,49.28165,-123.0976
49.28045,-123.10449,49.27572,-123.10464,49.28038,-123.10454,49.2779,-123.10605,49.28165,-123.09759
49.28041,-123.10446,49.27572,-123.10466,49.28039,-123.10454,49.27789,-123.10608,49.28167,-123.09756
49.28045,-123.10448,49.27572,-123.10468,49.28039,-123.10454,49.2779,-123.1061,49.28168,-123.09755
49.28045,-123.10448,49.27572,-123.10471,49.2804,-123.10456,49.2779,-123.1061,49.28169,-123.09754
49.28047,-123.10448,49.27572,-123.10473,49.2804,-123.10457,49.2779,-123.10611,49.28171,-123.09754
49.28045,-123.10447,49.27572,-123.10475,49.2804,-123.10456,49.2779,-123.10611,49.28173,-123.09754
49.28045,-123.10445,49.27572,-123.10476,49.2804,-123.10457,49.2779,-123.10611,49.28174,-123.09753
49.28045,-123.10443,49.27572,-123.10478,49.2804,-123.10458,49.2779,-123.10611,49.28176,-123.09753
49.28045,-123.10441,49.27572,-123.10481,49.28041,-123.10458,49.2779,-123.10612,49.28177,-123.09752
49.28045,-123.1044,49.27572,-123.10483,49.28041,-123.10459,49.2779,-123.10614,49.28178,-123.09752
49.28044,-123.10438,49.27572,-123.10485,49.28041,-123.10459,49.27791,-123.10617,49.28179,-123.09753
49.28044,-123.10436,49.27572,-123.10487,49.28042,-123.10458,49.27791,-123.10622,49.28179,-123.09753
49.28044,-123.10434,49.27573,-123.10489,49.28042,-123.10455,49.27792,-123.10625,49.28181,-123.09754
49.28043,-123.10432,49.27573,-123.1049,49.28042,-123.10451,49.27793,-123.10629,49.28181,-123.09755
49.28042,-123.10431,49.27573,-123.10492,49.28042,-123.10448,49.27792,-123.10631,49.28183,-123.09757
49.28042,-123.10429,49.27573,-123.10494,49.28042,-123.10447,49.27793,-123.10632,49.28185,-123.09758
49.28042,-123.10428,49.27573,-123.10495,49.28042,-123.10445,49.27793,-123.10634,49.28186,-123.09759
49.28041,-123.10425,49.27573,-123.10497,49.28043,-123.10441,49.27793,-123.10637,49.28187,-123.09759
49.28041,-123.10424,49.27573,-123.10499,49.28043,-123.10439,49.27794,-123.10638,49.28188,-123.09759
49.28041,-123.10422,49.27573,-123.10501,49.28043,-123.10437,49.27794,-123.10639,49.28189,-123.0976
49.2804,-123.1042,49.27573,-123.10503,49.28043,-123.10434,49.27794,-123.10642,49.2819,-123.0976
49.2804,-123.10419,49.27574,-123.10505,49.28043,-123.10432,49.27795,-123.10643,49.28191,-123.09761
49.2804,-123.10417,49.27574,-123.10507,49.28042,-123.10431,49.27795,-123.10645,49.28192,-123.09762
49.2804,-123.10415,49.27574,-123.10509,49.28041,-123.10429,49.27796,-123.10647,49.28193,-123.09762
49.2804,-123.10414,49.27574,-123.10511,49.28041,-123.10428,49.27797,-123.10649,49.28194,-123.09762
49.2804,-123.10411,49.27574,-123.10513,49.28041,-123.10427,49.27798,-123.10651,49.28196,-123.09761
49.2804,-123.1041,49.27574,-123.10515,49.2804,-123.10424,49.27798,-123.10652,49.28197,-123.09761
49.28039,-123.10408,49.27574,-123.10517,49.2804,-123.10421,49.27799,-123.10656,49.28199,-123.0976
49.2804,-123.10406,49.27575,-123.10518,49.28039,-123.10419,49.27799,-123.10657,49.282,-123.09759
49.2804,-123.10405,49.27575,-123.1052,49.28038,-123.10417,49.278,-123.10658,49.28201,-123.09759
49.2804,-123.10403,49.27575,-123.10521,49.28038,-123.10415,49.278,-123.10661,49.28202,-123.09759
49.28041,-123.10401,49.27575,-123.10522,49.28039,-123.10414,49.27801,-123.10663,49.28205,-123.09757
49.28041,-123.10399,49.27575,-123.10522,49.28039,-123.10412,49.27802,-123.10665,49.28207,-123.09756
49.28041,-123.10397,49.27575,-123.10521,49.28039,-123.1041,49.27803,-123.10666,49.28208,-123.09755
49.28041,-123.10394,49.27574,-123.10521,49.28039,-123.10408,49.27803,-123.10669,49.2821,-123.09753
49.28042,-123.10392,49.27574,-123.10522,49.28039,-123.10407,49.27804,-123.1067,49.28211,-123.09752
49.28042,-123.10391,49.27574,-123.10523,49.28039,-123.10406,49.27805,-123.10673,49.28213,-123.09752
49.28042,-123.10389,49.27574,-123.10526,49.28039,-123.10405,49.27806,-123.10675,49.28214,-123.09752
49.28043,-123.10387,49.27574,-123.10527,49.28039,-123.10404,49.27807,-123.10676,49.28217,-123.09753
49.28043,-123.10386,49.27574,-123.10529,49.28039,-123.10402,49.27807,-123.10678,49.28218,-123.09753
49.28043,-123.10383,49.27573,-123.1053,49.28039,-123.104,49.27807,-123.10679,49.28219,-123.09753
49.28043,-123.10382,49.27573,-123.10532,49.28039,-123.10399,49.27808,-123.10681,49.28221,-123.09753
49.28042,-123.1038,49.27572,-123.10534,49.28039,-123.10397,49.27808,-123.10683,49.28221,-123.09752
49.28043,-123.10378,49.27572,-123.10536,49.2804,-123.10394,49.2781,-123.10685,49.28222,-123.09753
49.28043,-123.10376,49.27572,-123.10536,49.28039,-123.10392,49.27811,-123.10688,49.28223,-123.09755
49.28043,-123.10374,49.27572,-123.10537,49.2804,-123.10391,49.27812,-123.1069,49.28224,-123.09756
49.28043,-123.10372,49.27573,-123.10538,49.2804,-123.1039,49.27812,-123.10691,49.28224,-123.09756
49.28044,-123.1037,49.27573,-123.10539,49.2804,-123.10388,49.27813,-123.10693,49.28224,-123.09756
49.28044,-123.10368,49.27573,-123.10541,49.2804,-123.10386,49.27814,-123.10697,49.28225,-123.09758
49.28043,-123.10367,49.27574,-123.10543,49.2804,-123.10383,49.27815,-123.10699,49.28227,-123.09757
49.28044,-123.10365,49.27574,-123.10545,49.2804,-123.10381,49.27816,-123.107,49.28228,-123.09757
49.28044,-123.10363,49.27574,-123.10546,49.2804,-123.1038,49.27817,-123.10701,49.28228,-123.09758
49.28044,-123.10362,49.27575,-123.10547,49.2804,-123.10378,49.27819,-123.10703,49.28229,-123.09759
49.28044,-123.1036,49.27575,-123.10548,49.28041,-123.10376,49.2782,-123.10709,49.2823,-123.09758
49.28044,-123.1036,49.27575,-123.1055,49.28041,-123.10374,49.27821,-123.10713,49.28229,-123.09758
49.28043,-123.10359,49.27575,-123.10552,49.28041,-123.10371,49.27821,-123.10714,49.28228,-123.09758
49.28044,-123.10355,49.27574,-123.10555,49.28042,-123.10368,49.27822,-123.10714,49.28228,-123.09758
49.28044,-123.10353,49.27574,-123.10557,49.28042,-123.10366,49.27824,-123.10713,49.28229,-123.09759
49.28044,-123.10351,49.27574,-123.10559,49.28042,-123.10364,49.27828,-123.1071,49.28228,-123.0976
49.28043,-123.10349,49.27574,-123.10561,49.28041,-123.10362,49.27829,-123.10708,49.28228,-123.09762
49.28042,-123.10347,49.27574,-123.10561,49.2804,-123.1036,49.27829,-123.10707,49.28227,-123.09763
49.2804,-123.10348,49.27574,-123.1056,49.2804,-123.10359,49.27828,-123.10704,49.28227,-123.09764
49.2804,-123.10348,49.27574,-123.10559,49.2804,-123.10359,49.27827,-123.10702,49.28227,-123.09765
49.28041,-123.10342,49.27574,-123.10558,49.28039,-123.10358,49.27825,-123.107,49.28227,-123.09765
49.28042,-123.10346,49.27575,-123.10556,49.28039,-123.10356,49.27824,-123.10697,49.28228,-123.09766
49.28044,-123.10353,49.27575,-123.10555,49.28039,-123.10354,49.27823,-123.10694,49.28228,-123.09767
49.28042,-123.10348,49.27575,-123.10553,49.28039,-123.10352,49.27822,-123.10692,49.28227,-123.09768
49.28042,-123.10345,49.27575,-123.10552,49.28039,-123.1035,49.2782,-123.1069,49.28227,-123.09769
49.28041,-123.10338,49.27575,-123.10551,49.28039,-123.10349,49.2782,-123.10687,49.28228,-123.0977
49.28043,-123.10333,49.27575,-123.10549,49.28039,-123.10347,49.27819,-123.10685,49.28228,-123.09771
49.28044,-123.10328,49.27575,-123.10548,49.28039,-123.10345,49.27818,-123.10684,49.28227,-123.09771
49.28044,-123.10328,49.27575,-123.10546,49.28038,-123.10344,49.27818,-123.10683,49.28227,-123.09772
49.28044,-123.10327,49.27575,-123.10544,49.28039,-123.10343,49.27817,-123.10681,49.28228,-123.09773
49.28044,-123.10326,49.27575,-123.10542,49.28038,-123.10342,49.27817,-123.1068,49.28228,-123.09774
49.28044,-123.10324,49.27575,-123.1054,49.28038,-123.1034,49.27814,-123.10677,49.28228,-123.09774
49.28044,-123.10321,49.27575,-123.10538,49.28038,-123.10339,49.27813,-123.10676,49.28229,-123.09775
49.28044,-123.10319,49.27575,-123.10536,49.28038,-123.10336,49.27811,-123.10673,49.2823,-123.09774
49.28043,-123.10316,49.27575,-123.10535,49.28038,-123.10333,49.27811,-123.1067,49.28231,-123.09774
49.28043,-123.10315,49.27575,-123.10533,49.28039,-123.10331,49.2781,-123.10668,49.28231,-123.09774
49.28043,-123.10313,49.27575,-123.10531,49.28039,-123.10329,49.27809,-123.10666,49.28231,-123.09775
49.28042,-123.10311,49.27575,-123.10529,49.28039,-123.10329,49.27809,-123.10665,49.28231,-123.09775
49.28043,-123.10309,49.27575,-123.10527,49.28038,-123.10327,49.27808,-123.10663,49.28233,-123.09776
49.28043,-123.10307,49.27574,-123.10525,49.28039,-123.10325,49.27807,-123.10659,49.28232,-123.09776
49.28043,-123.10306,49.27574,-123.10523,49.28039,-123.10323,49.27806,-123.10658,49.28232,-123.09777
49.28043,-123.10304,49.27574,-123.10521,49.28039,-123.10321,49.27805,-123.10655,49.28231,-123.09778
49.28042,-123.10304,49.27574,-123.1052,49.2804,-123.10319,49.27804,-123.10653,49.28231,-123.09778
49.28042,-123.10301,49.27574,-123.10518,49.28039,-123.10318,49.27804,-123.1065,49.28231,-123.09778
49.28042,-123.10299,49.27574,-123.10516,49.28039,-123.10317,49.27803,-123.10648,49.28231,-123.09778
49.28041,-123.10298,49.27574,-123.10515,49.28039,-123.10316,49.27802,-123.10645,49.28231,-123.09778
49.28041,-123.10296,49.27574,-123.10513,49.28039,-123.10315,49.27802,-123.10644,49.28231,-123.09778
49.28041,-123.10293,49.27574,-123.10511,49.28039,-123.10312,49.27801,-123.10641,49.28231,-123.09778
49.2804,-123.10291,49.27574,-123.1051,49.28039,-123.10309,49.27801,-123.10639,49.28231,-123.09778
49.28041,-123.1029,49.27574,-123.10508,49.28038,-123.10306,49.27801,-123.10639,49.28231,-123.09778
49.28042,-123.10289,49.27574,-123.10506,49.28038,-123.10303,49.27801,-123.10638,49.28234,-123.09776
49.28042,-123.10286,49.27573,-123.10504,49.28037,-123.10301,49.278,-123.10636,49.28235,-123.09776
49.28041,-123.10285,49.27573,-123.10502,49.28037,-123.10298,49.27799,-123.10635,49.28235,-123.09777
49.28041,-123.10283,49.27573,-123.105,49.28037,-123.10296,49.27799,-123.10634,49.28235,-123.09777
49.2804,-123.10279,49.27573,-123.10498,49.28037,-123.10293,49.27799,-123.10635,49.28235,-123.09777
49.28039,-123.10278,49.27573,-123.10496,49.28037,-123.10292,49.27799,-123.10635,49.28235,-123.09777
49.28039,-123.10275,49.27573,-123.10495,49.28038,-123.1029,49.27798,-123.10635,49.28235,-123.09777
49.28039,-123.10274,49.27572,-123.10493,49.28038,-123.10288,49.27797,-123.10635,49.28235,-123.09778
49.2804,-123.10272,49.27572,-123.10491,49.28038,-123.10286,49.27796,-123.10636,49.28235,-123.09778
49.2804,-123.1027,49.27572,-123.10489,49.28038,-123.10284,49.27796,-123.10637,49.28235,-123.09778
49.28039,-123.10269,49.27571,-123.10488,49.28038,-123.10283,49.27794,-123.10639,49.28236,-123.09779
49.2804,-123.10267,49.27571,-123.10487,49.28038,-123.10282,49.27793,-123.1064,49.28235,-123.09779
49.28039,-123.10264,49.27571,-123.10485,49.28037,-123.1028,49.27792,-123.10641,49.28234,-123.0978
49.2804,-123.10262,49.27571,-123.10484,49.28037,-123.10278,49.2779,-123.10641,49.28234,-123.0978
49.2804,-123.1026,49.27571,-123.10482,49.28036,-123.10277,49.27789,-123.10642,49.28234,-123.09779
49.2804,-123.10257,49.27571,-123.10481,49.28037,-123.10276,49.27788,-123.10644,49.28234,-123.09779
49.28039,-123.10256,49.2757,-123.10479,49.28036,-123.10274,49.27786,-123.10644,49.28234,-123.09778
49.28039,-123.10254,49.2757,-123.10477,49.28037,-123.10271,49.27783,-123.10645,49.28234,-123.09778
49.28039,-123.10253,49.27571,-123.10475,49.28037,-123.10268,49.2778,-123.10645,49.28234,-123.09777
49.28039,-123.10253,49.27571,-123.10474,49.28036,-123.10266,49.27778,-123.10646,49.28233,-123.09776
49.28039,-123.1025,49.27571,-123.10472,49.28037,-123.10264,49.27776,-123.10647,49.28233,-123.09776
49.28039,-123.10248,49.27571,-123.10471,49.28036,-123.10263,49.27774,-123.10648,49.28233,-123.09776
49.2804,-123.10245,49.27571,-123.10469,49.28036,-123.10261,49.27773,-123.10648,49.28234,-123.09775
49.28039,-123.10243,49.27571,-123.10468,49.28036,-123.1026,49.27771,-123.10648,49.28234,-123.09774
49.2804,-123.10243,49.27571,-123.10466,49.28036,-123.10259,49.27769,-123.10649,49.28235,-123.09775
49.2804,-123.10244,49.27571,-123.10465,49.28035,-123.10257,49.27769,-123.1065,49.28235,-123.09775
49.28041,-123.10245,49.27571,-123.10463,49.28035,-123.10255,49.27767,-123.10651,49.28235,-123.09775
49.28044,-123.10244,49.27571,-123.10462,49.28034,-123.10254,49.27766,-123.1065,49.28234,-123.09775
49.28047,-123.10244,49.27571,-123.1046,49.28034,-123.10253,49.27765,-123.10652,49.28234,-123.09774
49.28049,-123.10245,49.27571,-123.10459,49.28035,-123.10251,49.27763,-123.10653,49.28234,-123.09774
49.28047,-123.10243,49.27571,-123.10457,49.28035,-123.1025,49.27762,-123.10653,49.28233,-123.09774
49.28047,-123.10243,49.2757,-123.10455,49.28035,-123.1025,49.27761,-123.10653,49.28233,-123.09773
49.28048,-123.10243,49.2757,-123.10454,49.28035,-123.10249,49.27759,-123.10651,49.28233,-123.09773
49.28049,-123.10243,49.2757,-123.10452,49.28036,-123.10248,49.27758,-123.10652,49.28233,-123.09772
49.28049,-123.10242,49.2757,-123.10451,49.28037,-123.10245,49.27757,-123.10652,49.28232,-123.09772
49.28052,-123.10242,49.2757,-123.10449,49.28038,-123.10246,49.27755,-123.10652,49.28232,-123.09772
49.28054,-123.10242,49.2757,-123.10448,49.2804,-123.10245,49.27754,-123.10651,49.28232,-123.09772
49.28053,-123.1024,49.2757,-123.10447,49.28042,-123.10243,49.27752,-123.10651,49.28232,-123.09772
49.28053,-123.10238,49.2757,-123.10447,49.28044,-123.10242,49.27751,-123.10651,49.28231,-123.09772
49.28052,-123.10236,49.2757,-123.10448,49.28046,-123.10241,49.27749,-123.10651,49.28231,-123.09772
49.28052,-123.10233,49.2757,-123.10448,49.28047,-123.10241,49.27748,-123.10651,49.28232,-123.09771
49.28052,-123.10231,49.27569,-123.10447,49.28049,-123.10241,49.27747,-123.10651,49.28232,-123.09771
49.28052,-123.10228,49.27569,-123.10447,49.2805,-123.10241,49.27746,-123.10652,49.28232,-123.09771
49.28052,-123.10227,49.27568,-123.10447,49.28051,-123.1024,49.27745,-123.10652,49.28232,-123.0977
49.28052,-123.10226,49.27568,-123.10448,49.28051,-123.10242,49.27744,-123.10653,49.28232,-123.09771
49.28052,-123.10225,49.27568,-123.10448,49.28052,-123.10241,49.27742,-123.10653,49.28232,-123.09771
49.28052,-123.10226,49.27567,-123.10449,49.28053,-123.1024,49.2774,-123.10652,49.28232,-123.09771
49.28052,-123.10223,49.27568,-123.1045,49.28053,-123.10238,49.27739,-123.10653,49.28233,-123.09769
49.28051,-123.10222,49.27568,-123.10451,49.28053,-123.10238,49.27737,-123.10653,49.28233,-123.09768
49.28052,-123.10222,49.27568,-123.10453,49.28053,-123.10237,49.27736,-123.10653,49.28233,-123.09768
49.28052,-123.10221,49.27569,-123.10455,49.28053,-123.10237,49.27735,-123.10653,49.28233,-123.09768
49.28052,-123.10223,49.27569,-123.10456,49.28053,-123.10234,49.27733,-123.10653,49.28233,-123.09768
49.28052,-123.10223,49.27569,-123.10458,49.28053,-123.10232,49.27731,-123.10652,49.28234,-123.09768
49.28053,-123.10222,49.27569,-123.1046,49.28053,-123.10229,49.27729,-123.10651,49.28234,-123.09768
49.28054,-123.10221,49.27569,-123.10462,49.28053,-123.10227,49.27727,-123.10651,49.28234,-123.09768
49.28053,-123.10221,49.27569,-123.10464,49.28053,-123.10226,49.27725,-123.1065,49.28233,-123.09768
49.28054,-123.10221,49.27569,-123.10466,49.28052,-123.10225,49.27724,-123.10651,49.28233,-123.09769
49.28054,-123.10222,49.27569,-123.10468,49.28052,-123.10225,49.27722,-123.10651,49.28233,-123.09769
49.28055,-123.10223,49.27569,-123.1047,49.28052,-123.10225,49.27721,-123.10652,49.28233,-123.09769
49.28056,-123.10223,49.27569,-123.10471,49.28052,-123.10225,49.27721,-123.10652,49.28233,-123.09771
49.28058,-123.10223,49.27569,-123.10473,49.28052,-123.10225,49.2772,-123.10653,49.28233,-123.09771
49.28059,-123.10224,49.27569,-123.10475,49.28052,-123.10225,49.27719,-123.10653,49.28233,-123.09771
49.2806,-123.10224,49.27569,-123.10477,49.28052,-123.10223,49.27719,-123.10655,49.28233,-123.09775
49.28061,-123.10225,49.2757,-123.10478,49.28053,-123.10223,49.27719,-123.10658,49.28233,-123.09775
49.28062,-123.10225,49.2757,-123.1048,49.28054,-123.10223,49.27719,-123.1066,49.28233,-123.09776
49.28063,-123.10224,49.2757,-123.10482,49.28054,-123.10222,49.2772,-123.10663,49.28233,-123.09776
49.28063,-123.10224,49.2757,-123.10485,49.28055,-123.10222,49.27721,-123.10666,49.28232,-123.09776
49.28065,-123.10223,49.2757,-123.10486,49.28056,-123.10221,49.27721,-123.10669,49.28232,-123.09775
49.28066,-123.10223,49.2757,-123.10487,49.28058,-123.10221,49.27721,-123.10673,49.28231,-123.09775
49.28067,-123.10223,49.2757,-123.10488,49.28059,-123.10221,49.2772,-123.10675,49.28231,-123.09774
49.28068,-123.10223,49.2757,-123.10488,49.28059,-123.10221,49.2772,-123.10679,49.28231,-123.09776
49.28069,-123.10223,49.27571,-123.10488,49.2806,-123.10221,49.2772,-123.10682,49.28231,-123.09776
49.28071,-123.10222,49.27571,-123.10488,49.28061,-123.1022,49.27721,-123.10685,49.28231,-123.09777
49.28072,-123.10223,49.27571,-123.10489,49.28062,-123.1022,49.27721,-123.10687,49.28231,-123.09777
49.28073,-123.10222,49.27572,-123.10491,49.28061,-123.10221,49.27721,-123.10691,49.28231,-123.09777
49.28073,-123.10222,49.27572,-123.10492,49.28063,-123.10221,49.27722,-123.10694,49.28231,-123.09778
49.28074,-123.10223,49.27573,-123.10493,49.28065,-123.10221,49.27722,-123.10697,49.28231,-123.09778
49.28074,-123.10223,49.27573,-123.10495,49.28067,-123.10222,49.27722,-123.10699,49.28231,-123.09779
49.28075,-123.10223,49.27573,-123.10496,49.28068,-123.10222,49.27722,-123.107,49.28231,-123.09779
49.28076,-123.10223,49.27573,-123.10498,49.28069,-123.10224,49.27722,-123.10702,49.2823,-123.09779
49.28077,-123.10223,49.27573,-123.105,49.2807,-123.10224,49.27722,-123.10703,49.28231,-123.09779
